Record ID,Tweet,id,time,impressions,engagements,engagement rate,retweets,replies,likes,user profile clicks,url clicks,hashtag clicks,detail expands,permalink clicks,app opens,app installs,follows,email tweet,dial phone,media views,media engagements
76,bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris #sed,4.15E+15,2020-06-25 16:55 +0000,1244,38,0.030546624,1,3,4,4,0,2,21,0,0,0,0,0,0,236,3
77,lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac #tempor,2.34E+15,2020-06-25 13:27 +0000,329,7,0.021276596,0,0,2,0,0,0,3,0,0,0,0,0,0,47,2
78,turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est #sit,2.06E+15,2020-06-25 13:25 +0000,381,18,0.047244094,0,0,1,1,14,0,2,0,0,0,0,0,0,0,0
79,proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere #neque,9.77E+15,2020-06-25 13:20 +0000,308,2,0.006493506,0,0,1,1,0,0,0,0,0,0,0,0,0,77,0
80,congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque #nec,6.10E+15,2020-06-24 20:49 +0000,117,3,0.025641026,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
81,sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna #odio,1.30E+15,2020-06-24 19:51 +0000,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor eu #pellentesque,1.16E+15,2020-06-24 18:45 +0000,307,12,0.039087948,0,2,2,1,1,0,6,0,0,0,0,0,0,102,0
83,tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis #mauris,7.72E+15,2020-06-24 18:39 +0000,477,6,0.012578616,0,0,2,1,0,0,1,0,0,0,0,0,0,194,2
84,tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu #malesuada,7.84E+14,2020-06-24 18:23 +0000,585,13,0.022222222,0,0,7,0,0,0,6,0,0,0,0,0,0,0,0
85,ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat #tellus,3.00E+15,2020-06-24 18:23 +0000,1592,217,0.136306533,1,3,3,2,0,0,80,0,0,0,0,0,0,128,128
86,scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis #ligula,5.61E+15,2020-06-24 17:14 +0000,676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien #suscipit,5.03E+15,2020-06-24 15:02 +0000,870,3,0.003448276,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
88,nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus #elit,8.96E+15,2020-06-24 13:23 +0000,171,6,0.035087719,0,0,0,0,0,0,0,0,0,0,0,0,0,40,6
89,sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum #maecenas,6.86E+15,2020-06-24 12:00 +0000,537,9,0.016759777,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0
90,consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in #tortor,8.34E+13,2020-06-23 17:23 +0000,206,2,0.009708738,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
91,eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor #ipsum,4.64E+14,2020-06-23 16:05 +0000,551,3,0.005444646,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
92,est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus #ut,7.87E+15,2020-06-23 15:15 +0000,1140,14,0.012280702,0,0,10,4,0,0,0,0,0,0,0,0,0,0,0
93,lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl #elit,5.07E+15,2020-06-23 15:14 +0000,197,4,0.020304569,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0
94,blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium #odio,4.96E+15,2020-06-23 14:50 +0000,833,33,0.039615846,1,1,0,4,0,0,11,0,0,0,0,0,0,0,0
95,velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed #luctus,3.86E+15,2020-06-23 12:18 +0000,1082,15,0.013863216,0,4,3,2,0,0,6,0,0,0,0,0,0,160,0
96,vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient #risus,6.56E+15,2020-06-22 20:52 +0000,1179,9,0.007633588,0,0,5,2,0,0,2,0,0,0,0,0,0,0,0
97,amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus #nisi,7.55E+15,2020-06-22 18:40 +0000,883,12,0.013590034,0,0,8,2,0,0,2,0,0,0,0,0,0,0,0
98,phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula #venenatis,3.97E+15,2020-06-22 18:03 +0000,91,1,0.010989011,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
99,massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a #nulla,4.24E+15,2020-06-22 18:01 +0000,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque #morbi,3.04E+15,2020-06-22 14:44 +0000,1731,4,0.002310803,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0
101,id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac #eget,2.61E+14,2020-06-22 14:03 +0000,496,21,0.04233871,1,2,4,0,12,0,2,0,0,0,0,0,0,0,0
102,sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus #quisque,9.57E+15,2020-06-22 13:52 +0000,166,1,0.006024096,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
